,Start_Time,Start_Label,End_Time,End_Label
3838,01:28,PM_TIME_START,02:28,PM_TIME_END
3839,one twenty-eight,PM_TIME_START,two twenty-eight,PM_TIME_END
3840,00:28,MILITARY_TIME_START,23:28,MILITARY_TIME_END
3841,00:28 hours,MILITARY_TIME_START,23:28 hours,MILITARY_TIME_END
3842,twenty-four hundred twenty-eight,MILITARY_TIME_START,twenty-three hundred twenty-eight,MILITARY_TIME_END
3843,twenty-four hundred two eight,MILITARY_TIME_START,twenty-three hundred two eight,MILITARY_TIME_END
3844,01:28,MILITARY_TIME_START,22:28,MILITARY_TIME_END
3845,01:28 hours,MILITARY_TIME_START,22:28 hours,MILITARY_TIME_END
3846,one hundred twenty-eight,MILITARY_TIME_START,twenty-two hundred twenty-eight,MILITARY_TIME_END
3847,one hundred two eight,MILITARY_TIME_START,twenty-two hundred two eight,MILITARY_TIME_END
3848,02:28,MILITARY_TIME_START,21:28,MILITARY_TIME_END
3849,02:28 hours,MILITARY_TIME_START,21:28 hours,MILITARY_TIME_END
3850,two hundred twenty-eight,MILITARY_TIME_START,twenty-one hundred twenty-eight,MILITARY_TIME_END
3851,two hundred two eight,MILITARY_TIME_START,twenty-one hundred two eight,MILITARY_TIME_END
3852,03:28,MILITARY_TIME_START,20:28,MILITARY_TIME_END
3853,03:28 hours,MILITARY_TIME_START,20:28 hours,MILITARY_TIME_END
3854,three hundred twenty-eight,MILITARY_TIME_START,twenty hundred twenty-eight,MILITARY_TIME_END
3855,three hundred two eight,MILITARY_TIME_START,twenty hundred two eight,MILITARY_TIME_END
3856,04:28,MILITARY_TIME_START,19:28,MILITARY_TIME_END
3857,04:28 hours,MILITARY_TIME_START,19:28 hours,MILITARY_TIME_END
3858,four hundred twenty-eight,MILITARY_TIME_START,nineteen hundred twenty-eight,MILITARY_TIME_END
3859,four hundred two eight,MILITARY_TIME_START,nineteen hundred two eight,MILITARY_TIME_END
3860,05:28,MILITARY_TIME_START,18:28,MILITARY_TIME_END
3861,05:28 hours,MILITARY_TIME_START,18:28 hours,MILITARY_TIME_END
3862,five hundred twenty-eight,MILITARY_TIME_START,eighteen hundred twenty-eight,MILITARY_TIME_END
3863,five hundred two eight,MILITARY_TIME_START,eighteen hundred two eight,MILITARY_TIME_END
3864,06:28,MILITARY_TIME_START,17:28,MILITARY_TIME_END
3865,06:28 hours,MILITARY_TIME_START,17:28 hours,MILITARY_TIME_END
3866,six hundred twenty-eight,MILITARY_TIME_START,seventeen hundred twenty-eight,MILITARY_TIME_END
3867,six hundred two eight,MILITARY_TIME_START,seventeen hundred two eight,MILITARY_TIME_END
3868,07:28,MILITARY_TIME_START,16:28,MILITARY_TIME_END
3869,07:28 hours,MILITARY_TIME_START,16:28 hours,MILITARY_TIME_END
3870,seven hundred twenty-eight,MILITARY_TIME_START,sixteen hundred twenty-eight,MILITARY_TIME_END
3871,seven hundred two eight,MILITARY_TIME_START,sixteen hundred two eight,MILITARY_TIME_END
3872,08:28,MILITARY_TIME_START,15:28,MILITARY_TIME_END
3873,08:28 hours,MILITARY_TIME_START,15:28 hours,MILITARY_TIME_END
3874,eight hundred twenty-eight,MILITARY_TIME_START,fifteen hundred twenty-eight,MILITARY_TIME_END
3875,eight hundred two eight,MILITARY_TIME_START,fifteen hundred two eight,MILITARY_TIME_END
3876,09:28,MILITARY_TIME_START,14:28,MILITARY_TIME_END
3877,09:28 hours,MILITARY_TIME_START,14:28 hours,MILITARY_TIME_END
3878,nine hundred twenty-eight,MILITARY_TIME_START,fourteen hundred twenty-eight,MILITARY_TIME_END
3879,nine hundred two eight,MILITARY_TIME_START,fourteen hundred two eight,MILITARY_TIME_END
3880,10:28,MILITARY_TIME_START,13:28,MILITARY_TIME_END
3881,10:28 hours,MILITARY_TIME_START,13:28 hours,MILITARY_TIME_END
3882,ten hundred twenty-eight,MILITARY_TIME_START,thirteen hundred twenty-eight,MILITARY_TIME_END
3883,ten hundred two eight,MILITARY_TIME_START,thirteen hundred two eight,MILITARY_TIME_END
3884,11:28,MILITARY_TIME_START,12:28,MILITARY_TIME_END
3885,11:28 hours,MILITARY_TIME_START,12:28 hours,MILITARY_TIME_END
3886,eleven hundred twenty-eight,MILITARY_TIME_START,twelve hundred twenty-eight,MILITARY_TIME_END
3887,eleven hundred two eight,MILITARY_TIME_START,twelve hundred two eight,MILITARY_TIME_END
3888,12:28,MILITARY_TIME_START,11:28,MILITARY_TIME_END
3889,12:28 hours,MILITARY_TIME_START,11:28 hours,MILITARY_TIME_END
3890,twelve hundred twenty-eight,MILITARY_TIME_START,eleven hundred twenty-eight,MILITARY_TIME_END
3891,twelve hundred two eight,MILITARY_TIME_START,eleven hundred two eight,MILITARY_TIME_END
3892,13:28,MILITARY_TIME_START,10:28,MILITARY_TIME_END
3893,13:28 hours,MILITARY_TIME_START,10:28 hours,MILITARY_TIME_END
3894,thirteen hundred twenty-eight,MILITARY_TIME_START,ten hundred twenty-eight,MILITARY_TIME_END
3895,thirteen hundred two eight,MILITARY_TIME_START,ten hundred two eight,MILITARY_TIME_END
3896,14:28,MILITARY_TIME_START,09:28,MILITARY_TIME_END
3897,14:28 hours,MILITARY_TIME_START,09:28 hours,MILITARY_TIME_END
3898,fourteen hundred twenty-eight,MILITARY_TIME_START,nine hundred twenty-eight,MILITARY_TIME_END
3899,fourteen hundred two eight,MILITARY_TIME_START,nine hundred two eight,MILITARY_TIME_END
3900,15:28,MILITARY_TIME_START,08:28,MILITARY_TIME_END
3901,15:28 hours,MILITARY_TIME_START,08:28 hours,MILITARY_TIME_END
3902,fifteen hundred twenty-eight,MILITARY_TIME_START,eight hundred twenty-eight,MILITARY_TIME_END
3903,fifteen hundred two eight,MILITARY_TIME_START,eight hundred two eight,MILITARY_TIME_END
3904,16:28,MILITARY_TIME_START,07:28,MILITARY_TIME_END
3905,16:28 hours,MILITARY_TIME_START,07:28 hours,MILITARY_TIME_END
3906,sixteen hundred twenty-eight,MILITARY_TIME_START,seven hundred twenty-eight,MILITARY_TIME_END
3907,sixteen hundred two eight,MILITARY_TIME_START,seven hundred two eight,MILITARY_TIME_END
3908,17:28,MILITARY_TIME_START,06:28,MILITARY_TIME_END
3909,17:28 hours,MILITARY_TIME_START,06:28 hours,MILITARY_TIME_END
3910,seventeen hundred twenty-eight,MILITARY_TIME_START,six hundred twenty-eight,MILITARY_TIME_END
3911,seventeen hundred two eight,MILITARY_TIME_START,six hundred two eight,MILITARY_TIME_END
3912,18:28,MILITARY_TIME_START,05:28,MILITARY_TIME_END
3913,18:28 hours,MILITARY_TIME_START,05:28 hours,MILITARY_TIME_END
3914,eighteen hundred twenty-eight,MILITARY_TIME_START,five hundred twenty-eight,MILITARY_TIME_END
3915,eighteen hundred two eight,MILITARY_TIME_START,five hundred two eight,MILITARY_TIME_END
3916,19:28,MILITARY_TIME_START,04:28,MILITARY_TIME_END
3917,19:28 hours,MILITARY_TIME_START,04:28 hours,MILITARY_TIME_END
3918,nineteen hundred twenty-eight,MILITARY_TIME_START,four hundred twenty-eight,MILITARY_TIME_END
3919,nineteen hundred two eight,MILITARY_TIME_START,four hundred two eight,MILITARY_TIME_END
3920,20:28,MILITARY_TIME_START,03:28,MILITARY_TIME_END
3921,20:28 hours,MILITARY_TIME_START,03:28 hours,MILITARY_TIME_END
3922,twenty hundred twenty-eight,MILITARY_TIME_START,three hundred twenty-eight,MILITARY_TIME_END
3923,twenty hundred two eight,MILITARY_TIME_START,three hundred two eight,MILITARY_TIME_END
3924,21:28,MILITARY_TIME_START,02:28,MILITARY_TIME_END
3925,21:28 hours,MILITARY_TIME_START,02:28 hours,MILITARY_TIME_END
3926,twenty-one hundred twenty-eight,MILITARY_TIME_START,two hundred twenty-eight,MILITARY_TIME_END
3927,twenty-one hundred two eight,MILITARY_TIME_START,two hundred two eight,MILITARY_TIME_END
3928,22:28,MILITARY_TIME_START,01:28,MILITARY_TIME_END
3929,22:28 hours,MILITARY_TIME_START,01:28 hours,MILITARY_TIME_END
3930,twenty-two hundred twenty-eight,MILITARY_TIME_START,one hundred twenty-eight,MILITARY_TIME_END
3931,twenty-two hundred two eight,MILITARY_TIME_START,one hundred two eight,MILITARY_TIME_END
3932,23:28,MILITARY_TIME_START,00:28,MILITARY_TIME_END
3933,23:28 hours,MILITARY_TIME_START,00:28 hours,MILITARY_TIME_END
3934,twenty-three hundred twenty-eight,MILITARY_TIME_START,zero zero twenty-eight,MILITARY_TIME_END
3935,twenty-three hundred two eight,MILITARY_TIME_START,zero zero two eight,MILITARY_TIME_END
3936,1:29,AM_TIME_START,2:29 in the morning,AM_TIME_END
3937,one twenty-nine,AM_TIME_START,two twenty-nine in the morning,AM_TIME_END
3938,02:29 o'clock,AM_TIME_START,3:29 in the morning,AM_TIME_END
3939,two twenty-nine o'clock,AM_TIME_START,three twenty-nine in the morning,AM_TIME_END
3940,03:29,AM_TIME_START,04:29 a.m.,AM_TIME_END
3941,three twenty-nine,AM_TIME_START,four twenty-nine a.m.,AM_TIME_END
3942,4:29 a.m.,AM_TIME_START,5:29,AM_TIME_END
3943,four twenty-nine a.m.,AM_TIME_START,five twenty-nine,AM_TIME_END
3944,5:29 AM,AM_TIME_START,6:29 a.m.,AM_TIME_END
3945,five twenty-nine AM,AM_TIME_START,six twenty-nine a.m.,AM_TIME_END
3946,6:29 AM,AM_TIME_START,7:29 in the morning,AM_TIME_END
3947,six twenty-nine AM,AM_TIME_START,seven twenty-nine in the morning,AM_TIME_END
3948,7:29 AM,AM_TIME_START,08:29 a.m.,AM_TIME_END
3949,seven twenty-nine AM,AM_TIME_START,eight twenty-nine a.m.,AM_TIME_END
3950,8:29 a.m.,AM_TIME_START,09:29 in the morning,AM_TIME_END
3951,eight twenty-nine a.m.,AM_TIME_START,nine twenty-nine in the morning,AM_TIME_END
3952,09:29,AM_TIME_START,10:29 A.M.,AM_TIME_END
3953,nine twenty-nine,AM_TIME_START,ten twenty-nine A.M.,AM_TIME_END
3954,10:29 AM,AM_TIME_START,11:29,AM_TIME_END
3955,ten twenty-nine AM,AM_TIME_START,eleven twenty-nine,AM_TIME_END
3956,11:29 a.m.,AM_TIME_START,12:29 PM,PM_TIME_END
3957,eleven twenty-nine a.m.,AM_TIME_START,twelve twenty-nine PM,PM_TIME_END
3958,12:29 AM,AM_TIME_START,01:29 am,AM_TIME_END
3959,twelve twenty-nine AM,AM_TIME_START,one twenty-nine am,AM_TIME_END
3960,12:29None,PM_TIME_START,1:29,PM_TIME_END
3961,twelve twenty-nineNone,PM_TIME_START,one twenty-nine,PM_TIME_END
3962,11:29 pm,PM_TIME_START,12:29 a.m.,AM_TIME_END
3963,eleven twenty-nine pm,PM_TIME_START,twelve twenty-nine AM,AM_TIME_END
3964,10:29 pm,PM_TIME_START,11:29,PM_TIME_END
3965,ten twenty-nine pm,PM_TIME_START,eleven twenty-nine,PM_TIME_END
3966,9:29 PM,PM_TIME_START,10:29 PM,PM_TIME_END
3967,nine twenty-nine PM,PM_TIME_START,ten twenty-nine PM,PM_TIME_END
3968,08:29 in the evening,PM_TIME_START,9:29 at night,PM_TIME_END
3969,eight twenty-nine in the evening,PM_TIME_START,nine twenty-nine at night,PM_TIME_END
3970,7:29 in the evening,PM_TIME_START,08:29 p.m.,PM_TIME_END
3971,seven twenty-nine in the evening,PM_TIME_START,eight twenty-nine p.m.,PM_TIME_END
3972,6:29 p.m.,PM_TIME_START,7:29 PM,PM_TIME_END
3973,six twenty-nine p.m.,PM_TIME_START,seven twenty-nine PM,PM_TIME_END
3974,05:29 p.m.,PM_TIME_START,06:29,PM_TIME_END
3975,five twenty-nine p.m.,PM_TIME_START,six twenty-nine,PM_TIME_END
3976,04:29 PM,PM_TIME_START,5:29 PM,PM_TIME_END
3977,four twenty-nine PM,PM_TIME_START,five twenty-nine PM,PM_TIME_END
3978,3:29,PM_TIME_START,4:29,PM_TIME_END
3979,three twenty-nine,PM_TIME_START,four twenty-nine,PM_TIME_END
3980,02:29,PM_TIME_START,3:29 pm,PM_TIME_END
3981,two twenty-nine,PM_TIME_START,three twenty-nine pm,PM_TIME_END
3982,1:29 PM,PM_TIME_START,02:29,PM_TIME_END
3983,one twenty-nine PM,PM_TIME_START,two twenty-nine,PM_TIME_END
3984,00:29,MILITARY_TIME_START,23:29,MILITARY_TIME_END
3985,00:29 hours,MILITARY_TIME_START,23:29 hours,MILITARY_TIME_END
3986,twenty-four hundred twenty-nine,MILITARY_TIME_START,twenty-three hundred twenty-nine,MILITARY_TIME_END
3987,twenty-four hundred two nine,MILITARY_TIME_START,twenty-three hundred two nine,MILITARY_TIME_END
3988,01:29,MILITARY_TIME_START,22:29,MILITARY_TIME_END
3989,01:29 hours,MILITARY_TIME_START,22:29 hours,MILITARY_TIME_END
3990,one hundred twenty-nine,MILITARY_TIME_START,twenty-two hundred twenty-nine,MILITARY_TIME_END
3991,one hundred two nine,MILITARY_TIME_START,twenty-two hundred two nine,MILITARY_TIME_END
3992,02:29,MILITARY_TIME_START,21:29,MILITARY_TIME_END
3993,02:29 hours,MILITARY_TIME_START,21:29 hours,MILITARY_TIME_END
3994,two hundred twenty-nine,MILITARY_TIME_START,twenty-one hundred twenty-nine,MILITARY_TIME_END
3995,two hundred two nine,MILITARY_TIME_START,twenty-one hundred two nine,MILITARY_TIME_END
3996,03:29,MILITARY_TIME_START,20:29,MILITARY_TIME_END
3997,03:29 hours,MILITARY_TIME_START,20:29 hours,MILITARY_TIME_END
3998,three hundred twenty-nine,MILITARY_TIME_START,twenty hundred twenty-nine,MILITARY_TIME_END
3999,three hundred two nine,MILITARY_TIME_START,twenty hundred two nine,MILITARY_TIME_END
4000,04:29,MILITARY_TIME_START,19:29,MILITARY_TIME_END
4001,04:29 hours,MILITARY_TIME_START,19:29 hours,MILITARY_TIME_END
4002,four hundred twenty-nine,MILITARY_TIME_START,nineteen hundred twenty-nine,MILITARY_TIME_END
4003,four hundred two nine,MILITARY_TIME_START,nineteen hundred two nine,MILITARY_TIME_END
4004,05:29,MILITARY_TIME_START,18:29,MILITARY_TIME_END
4005,05:29 hours,MILITARY_TIME_START,18:29 hours,MILITARY_TIME_END
4006,five hundred twenty-nine,MILITARY_TIME_START,eighteen hundred twenty-nine,MILITARY_TIME_END
4007,five hundred two nine,MILITARY_TIME_START,eighteen hundred two nine,MILITARY_TIME_END
4008,06:29,MILITARY_TIME_START,17:29,MILITARY_TIME_END
4009,06:29 hours,MILITARY_TIME_START,17:29 hours,MILITARY_TIME_END
4010,six hundred twenty-nine,MILITARY_TIME_START,seventeen hundred twenty-nine,MILITARY_TIME_END
4011,six hundred two nine,MILITARY_TIME_START,seventeen hundred two nine,MILITARY_TIME_END
4012,07:29,MILITARY_TIME_START,16:29,MILITARY_TIME_END
4013,07:29 hours,MILITARY_TIME_START,16:29 hours,MILITARY_TIME_END
4014,seven hundred twenty-nine,MILITARY_TIME_START,sixteen hundred twenty-nine,MILITARY_TIME_END
4015,seven hundred two nine,MILITARY_TIME_START,sixteen hundred two nine,MILITARY_TIME_END
4016,08:29,MILITARY_TIME_START,15:29,MILITARY_TIME_END
4017,08:29 hours,MILITARY_TIME_START,15:29 hours,MILITARY_TIME_END
4018,eight hundred twenty-nine,MILITARY_TIME_START,fifteen hundred twenty-nine,MILITARY_TIME_END
4019,eight hundred two nine,MILITARY_TIME_START,fifteen hundred two nine,MILITARY_TIME_END
4020,09:29,MILITARY_TIME_START,14:29,MILITARY_TIME_END
4021,09:29 hours,MILITARY_TIME_START,14:29 hours,MILITARY_TIME_END
4022,nine hundred twenty-nine,MILITARY_TIME_START,fourteen hundred twenty-nine,MILITARY_TIME_END
4023,nine hundred two nine,MILITARY_TIME_START,fourteen hundred two nine,MILITARY_TIME_END
4024,10:29,MILITARY_TIME_START,13:29,MILITARY_TIME_END
4025,10:29 hours,MILITARY_TIME_START,13:29 hours,MILITARY_TIME_END
4026,ten hundred twenty-nine,MILITARY_TIME_START,thirteen hundred twenty-nine,MILITARY_TIME_END
4027,ten hundred two nine,MILITARY_TIME_START,thirteen hundred two nine,MILITARY_TIME_END
4028,11:29,MILITARY_TIME_START,12:29,MILITARY_TIME_END
4029,11:29 hours,MILITARY_TIME_START,12:29 hours,MILITARY_TIME_END
4030,eleven hundred twenty-nine,MILITARY_TIME_START,twelve hundred twenty-nine,MILITARY_TIME_END
4031,eleven hundred two nine,MILITARY_TIME_START,twelve hundred two nine,MILITARY_TIME_END
4032,12:29,MILITARY_TIME_START,11:29,MILITARY_TIME_END
4033,12:29 hours,MILITARY_TIME_START,11:29 hours,MILITARY_TIME_END
4034,twelve hundred twenty-nine,MILITARY_TIME_START,eleven hundred twenty-nine,MILITARY_TIME_END
4035,twelve hundred two nine,MILITARY_TIME_START,eleven hundred two nine,MILITARY_TIME_END
4036,13:29,MILITARY_TIME_START,10:29,MILITARY_TIME_END
4037,13:29 hours,MILITARY_TIME_START,10:29 hours,MILITARY_TIME_END
4038,thirteen hundred twenty-nine,MILITARY_TIME_START,ten hundred twenty-nine,MILITARY_TIME_END
4039,thirteen hundred two nine,MILITARY_TIME_START,ten hundred two nine,MILITARY_TIME_END
4040,14:29,MILITARY_TIME_START,09:29,MILITARY_TIME_END
4041,14:29 hours,MILITARY_TIME_START,09:29 hours,MILITARY_TIME_END
4042,fourteen hundred twenty-nine,MILITARY_TIME_START,nine hundred twenty-nine,MILITARY_TIME_END
4043,fourteen hundred two nine,MILITARY_TIME_START,nine hundred two nine,MILITARY_TIME_END
4044,15:29,MILITARY_TIME_START,08:29,MILITARY_TIME_END
4045,15:29 hours,MILITARY_TIME_START,08:29 hours,MILITARY_TIME_END
4046,fifteen hundred twenty-nine,MILITARY_TIME_START,eight hundred twenty-nine,MILITARY_TIME_END
4047,fifteen hundred two nine,MILITARY_TIME_START,eight hundred two nine,MILITARY_TIME_END
4048,16:29,MILITARY_TIME_START,07:29,MILITARY_TIME_END
4049,16:29 hours,MILITARY_TIME_START,07:29 hours,MILITARY_TIME_END
4050,sixteen hundred twenty-nine,MILITARY_TIME_START,seven hundred twenty-nine,MILITARY_TIME_END
4051,sixteen hundred two nine,MILITARY_TIME_START,seven hundred two nine,MILITARY_TIME_END
4052,17:29,MILITARY_TIME_START,06:29,MILITARY_TIME_END
4053,17:29 hours,MILITARY_TIME_START,06:29 hours,MILITARY_TIME_END
4054,seventeen hundred twenty-nine,MILITARY_TIME_START,six hundred twenty-nine,MILITARY_TIME_END
4055,seventeen hundred two nine,MILITARY_TIME_START,six hundred two nine,MILITARY_TIME_END
4056,18:29,MILITARY_TIME_START,05:29,MILITARY_TIME_END
4057,18:29 hours,MILITARY_TIME_START,05:29 hours,MILITARY_TIME_END
4058,eighteen hundred twenty-nine,MILITARY_TIME_START,five hundred twenty-nine,MILITARY_TIME_END
4059,eighteen hundred two nine,MILITARY_TIME_START,five hundred two nine,MILITARY_TIME_END
4060,19:29,MILITARY_TIME_START,04:29,MILITARY_TIME_END
4061,19:29 hours,MILITARY_TIME_START,04:29 hours,MILITARY_TIME_END
4062,nineteen hundred twenty-nine,MILITARY_TIME_START,four hundred twenty-nine,MILITARY_TIME_END
4063,nineteen hundred two nine,MILITARY_TIME_START,four hundred two nine,MILITARY_TIME_END
4064,20:29,MILITARY_TIME_START,03:29,MILITARY_TIME_END
4065,20:29 hours,MILITARY_TIME_START,03:29 hours,MILITARY_TIME_END
4066,twenty hundred twenty-nine,MILITARY_TIME_START,three hundred twenty-nine,MILITARY_TIME_END
4067,twenty hundred two nine,MILITARY_TIME_START,three hundred two nine,MILITARY_TIME_END
4068,21:29,MILITARY_TIME_START,02:29,MILITARY_TIME_END
4069,21:29 hours,MILITARY_TIME_START,02:29 hours,MILITARY_TIME_END
4070,twenty-one hundred twenty-nine,MILITARY_TIME_START,two hundred twenty-nine,MILITARY_TIME_END
4071,twenty-one hundred two nine,MILITARY_TIME_START,two hundred two nine,MILITARY_TIME_END
4072,22:29,MILITARY_TIME_START,01:29,MILITARY_TIME_END
4073,22:29 hours,MILITARY_TIME_START,01:29 hours,MILITARY_TIME_END
4074,twenty-two hundred twenty-nine,MILITARY_TIME_START,one hundred twenty-nine,MILITARY_TIME_END
4075,twenty-two hundred two nine,MILITARY_TIME_START,one hundred two nine,MILITARY_TIME_END
4076,23:29,MILITARY_TIME_START,00:29,MILITARY_TIME_END
4077,23:29 hours,MILITARY_TIME_START,00:29 hours,MILITARY_TIME_END
4078,twenty-three hundred twenty-nine,MILITARY_TIME_START,twenty-four hundred twenty-nine,MILITARY_TIME_END
4079,twenty-three hundred two nine,MILITARY_TIME_START,twenty-four hundred two nine,MILITARY_TIME_END
4080,1:30,AM_TIME_START,02:30 A.M.,AM_TIME_END
4081,one thirty,AM_TIME_START,two thirty A.M.,AM_TIME_END
4082,02:30 AM,AM_TIME_START,03:30 AM,AM_TIME_END
4083,two thirty AM,AM_TIME_START,three thirty AM,AM_TIME_END
4084,3:30 a.m.,AM_TIME_START,04:30 a.m.,AM_TIME_END
4085,three thirty a.m.,AM_TIME_START,four thirty a.m.,AM_TIME_END
4086,04:30 am,AM_TIME_START,05:30 in the morning,AM_TIME_END
4087,four thirty am,AM_TIME_START,five thirty in the morning,AM_TIME_END
4088,05:30 am,AM_TIME_START,6:30,AM_TIME_END
4089,five thirty am,AM_TIME_START,six thirty,AM_TIME_END
4090,6:30,AM_TIME_START,07:30 AM,AM_TIME_END
4091,six thirty,AM_TIME_START,seven thirty AM,AM_TIME_END
4092,07:30 o'clock,AM_TIME_START,08:30 A.M.,AM_TIME_END
4093,seven thirty o'clock,AM_TIME_START,eight thirty A.M.,AM_TIME_END
4094,08:30,AM_TIME_START,9:30,AM_TIME_END
4095,eight thirty,AM_TIME_START,nine thirty,AM_TIME_END
4096,9:30 a.m.,AM_TIME_START,10:30,AM_TIME_END
4097,nine thirty a.m.,AM_TIME_START,ten thirty,AM_TIME_END
4098,10:30 AM,AM_TIME_START,11:30 A.M.,AM_TIME_END
4099,ten thirty AM,AM_TIME_START,eleven thirty A.M.,AM_TIME_END
4100,11:30 AM,AM_TIME_START,12:30 at night,PM_TIME_END
4101,eleven thirty AM,AM_TIME_START,twelve thirty in the afternoon,PM_TIME_END
4102,12:30 a.m.,AM_TIME_START,1:30 AM,AM_TIME_END
4103,twelve thirty a.m.,AM_TIME_START,one thirty AM,AM_TIME_END
4104,12:30None,PM_TIME_START,1:30 pm,PM_TIME_END
4105,twelve thirtyNone,PM_TIME_START,one thirty pm,PM_TIME_END
4106,11:30 at night,PM_TIME_START,12:30,AM_TIME_END
4107,eleven thirty at night,PM_TIME_START,twelve thirty AM,AM_TIME_END
4108,10:30 P.M.,PM_TIME_START,11:30 pm,PM_TIME_END
4109,ten thirty P.M.,PM_TIME_START,eleven thirty pm,PM_TIME_END
4110,9:30,PM_TIME_START,10:30,PM_TIME_END
4111,nine thirty,PM_TIME_START,ten thirty,PM_TIME_END
4112,08:30 PM,PM_TIME_START,9:30 at night,PM_TIME_END
4113,eight thirty PM,PM_TIME_START,nine thirty at night,PM_TIME_END
4114,7:30 in the evening,PM_TIME_START,08:30 P.M.,PM_TIME_END
4115,seven thirty in the evening,PM_TIME_START,eight thirty P.M.,PM_TIME_END
4116,6:30 pm,PM_TIME_START,7:30 in the evening,PM_TIME_END
4117,six thirty pm,PM_TIME_START,seven thirty in the evening,PM_TIME_END
4118,05:30 in the afternoon,PM_TIME_START,06:30 in the evening,PM_TIME_END
4119,five thirty in the afternoon,PM_TIME_START,six thirty in the evening,PM_TIME_END
4120,04:30 pm,PM_TIME_START,5:30 p.m.,PM_TIME_END
4121,four thirty pm,PM_TIME_START,five thirty p.m.,PM_TIME_END
4122,03:30 P.M.,PM_TIME_START,4:30 pm,PM_TIME_END
4123,three thirty P.M.,PM_TIME_START,four thirty pm,PM_TIME_END
4124,02:30 pm,PM_TIME_START,03:30 PM,PM_TIME_END
4125,two thirty pm,PM_TIME_START,three thirty PM,PM_TIME_END
4126,1:30 P.M.,PM_TIME_START,02:30 pm,PM_TIME_END
4127,one thirty P.M.,PM_TIME_START,two thirty pm,PM_TIME_END
4128,00:30,MILITARY_TIME_START,23:30,MILITARY_TIME_END
4129,00:30 hours,MILITARY_TIME_START,23:30 hours,MILITARY_TIME_END
4130,zero hundred thirty,MILITARY_TIME_START,twenty-three hundred thirty,MILITARY_TIME_END
4131,zero hundred three zero,MILITARY_TIME_START,twenty-three hundred three zero,MILITARY_TIME_END
4132,01:30,MILITARY_TIME_START,22:30,MILITARY_TIME_END
4133,01:30 hours,MILITARY_TIME_START,22:30 hours,MILITARY_TIME_END
4134,one hundred thirty,MILITARY_TIME_START,twenty-two hundred thirty,MILITARY_TIME_END
4135,one hundred three zero,MILITARY_TIME_START,twenty-two hundred three zero,MILITARY_TIME_END
4136,02:30,MILITARY_TIME_START,21:30,MILITARY_TIME_END
4137,02:30 hours,MILITARY_TIME_START,21:30 hours,MILITARY_TIME_END
4138,two hundred thirty,MILITARY_TIME_START,twenty-one hundred thirty,MILITARY_TIME_END
4139,two hundred three zero,MILITARY_TIME_START,twenty-one hundred three zero,MILITARY_TIME_END
4140,03:30,MILITARY_TIME_START,20:30,MILITARY_TIME_END
4141,03:30 hours,MILITARY_TIME_START,20:30 hours,MILITARY_TIME_END
4142,three hundred thirty,MILITARY_TIME_START,twenty hundred thirty,MILITARY_TIME_END
4143,three hundred three zero,MILITARY_TIME_START,twenty hundred three zero,MILITARY_TIME_END
4144,04:30,MILITARY_TIME_START,19:30,MILITARY_TIME_END
4145,04:30 hours,MILITARY_TIME_START,19:30 hours,MILITARY_TIME_END
4146,four hundred thirty,MILITARY_TIME_START,nineteen hundred thirty,MILITARY_TIME_END
4147,four hundred three zero,MILITARY_TIME_START,nineteen hundred three zero,MILITARY_TIME_END
4148,05:30,MILITARY_TIME_START,18:30,MILITARY_TIME_END
4149,05:30 hours,MILITARY_TIME_START,18:30 hours,MILITARY_TIME_END
4150,five hundred thirty,MILITARY_TIME_START,eighteen hundred thirty,MILITARY_TIME_END
4151,five hundred three zero,MILITARY_TIME_START,eighteen hundred three zero,MILITARY_TIME_END
4152,06:30,MILITARY_TIME_START,17:30,MILITARY_TIME_END
4153,06:30 hours,MILITARY_TIME_START,17:30 hours,MILITARY_TIME_END
4154,six hundred thirty,MILITARY_TIME_START,seventeen hundred thirty,MILITARY_TIME_END
4155,six hundred three zero,MILITARY_TIME_START,seventeen hundred three zero,MILITARY_TIME_END
4156,07:30,MILITARY_TIME_START,16:30,MILITARY_TIME_END
4157,07:30 hours,MILITARY_TIME_START,16:30 hours,MILITARY_TIME_END
4158,seven hundred thirty,MILITARY_TIME_START,sixteen hundred thirty,MILITARY_TIME_END
4159,seven hundred three zero,MILITARY_TIME_START,sixteen hundred three zero,MILITARY_TIME_END
4160,08:30,MILITARY_TIME_START,15:30,MILITARY_TIME_END
4161,08:30 hours,MILITARY_TIME_START,15:30 hours,MILITARY_TIME_END
4162,eight hundred thirty,MILITARY_TIME_START,fifteen hundred thirty,MILITARY_TIME_END
4163,eight hundred three zero,MILITARY_TIME_START,fifteen hundred three zero,MILITARY_TIME_END
4164,09:30,MILITARY_TIME_START,14:30,MILITARY_TIME_END
4165,09:30 hours,MILITARY_TIME_START,14:30 hours,MILITARY_TIME_END
4166,nine hundred thirty,MILITARY_TIME_START,fourteen hundred thirty,MILITARY_TIME_END
4167,nine hundred three zero,MILITARY_TIME_START,fourteen hundred three zero,MILITARY_TIME_END
4168,10:30,MILITARY_TIME_START,13:30,MILITARY_TIME_END
4169,10:30 hours,MILITARY_TIME_START,13:30 hours,MILITARY_TIME_END
4170,ten hundred thirty,MILITARY_TIME_START,thirteen hundred thirty,MILITARY_TIME_END
4171,ten hundred three zero,MILITARY_TIME_START,thirteen hundred three zero,MILITARY_TIME_END
